Chicken NCBI gene ID	Chicken gene name	GEISHA ID	Ensembl ID	GO ids	stages	locations
415402	AQP9	AQP9.UApcr			4,5,7,9,11,17,19,23,24,26	"Heart","Liver","Lung","Outflow Tract","Head Mesenchyme","Unlabeled","Allantois","Ventricles","Leg Mesenchyme","Midbrain","Sinus Venosus","Amnion","Myocardium","Foregut","Sclerotome","Pharyngeal Arches and Clefts","Neural Plate/Tube","Hindbrain"
415407	PRTG	Protogenin.Toyoda.2005	ENSGALG00000004361	GO:0007275,GO:0016021	3,4,6,8,10,13,15,16,18,19,20,21,22	"Head Process","Lateral Plate Mesoderm","Retina","Isthmus/MHB","Epiblast","Primitive Streak","Early Endoderm","Midbrain","Early Mesoderm","Somatopleure","Hensen's Node","Somites","Dermomyotome","Neural Plate/Tube","Spinal Cord","Hindbrain","Diencephalon","Paraxial Mesoderm"
415407	PRTG	PRTG.Vesque.2006	ENSGALG00000004361	GO:0007275,GO:0016021	4,7,8,13	"Primitive Streak","Midbrain","Hensen's Node","Somites","Dermomyotome","Neural Plate/Tube","Hindbrain","Paraxial Mesoderm"
415413	UNC13C	UNC13C.UApcr	ENSGALG00000004527		3,6,7,10,11,12,17,18,22,23,25	"Head Mesenchyme","Unlabeled","Notochord","Endoderm","Leg Mesenchyme","Somatic Mesoderm","Midbrain","Somites","Widespread Expression","Pharyngeal Arches and Clefts","Neural Plate/Tube","Spinal Cord","Hindbrain"
415421	TMOD3	TMOD3.UApcr	ENSGALG00000004710		4,5,6,7,8,9,10,11,15,18,22,23,25	"Lateral Plate Mesoderm","Blood Islands","Head Mesenchyme","Anterior Intestinal Portal","Isthmus/MHB","Eye","Extraembryonic Mesoderm","Primitive Streak","Intermediate Mesoderm","Endoderm","Leg Mesenchyme","Midbrain","Somatic Mesoderm","Area Pellucida","Nasal Placode/Nerve","Forebrain","Somites","Pharyngeal Arches and Clefts","Headfold","Neural Plate/Tube","Wing Mesenchyme","Area Opaca","Anterior/Second Heart Field","Hindbrain","Paraxial Mesoderm"
415422	TMOD2	TMOD2.UApcr			1,3,4,5,6,8,9,11,13,17,22,23,25	"Unlabeled","Eye","Ear/Otic Placode","Epiblast","Primitive Streak","Leg Mesenchyme","Midbrain","Spinal Ganglia and Nerves","Cranial Ganglia","Forebrain","Headfold","Anterior Neuropore","Neural Plate/Tube","Wing Mesenchyme","Spinal Cord","Hindbrain","Cranial PNS"
415432	MYEF2	ChEST917f2	ENSGALG00000004905		14,18,23	"Mesoderm","Widespread Expression","Spinal Cord"
415439	FGF7	FGF7.Kumar.2012			14,16,18,19	"Mesoderm","Head Mesenchyme","Endoderm","Trunk Mesenchyme","Limb Buds","Hindgut"
415439	FGF7	FGF7.LeGuen.2009			29,35	"Gizzard","Stomach"
415439	FGF7	Fgf7.Shin.2005			all,22,29,30,36,39	"Gizzard","Gut"
415445	SQRDL	SQRDL.Roy.2013			22	"Leg"
415447	BLOC1S6	BLOC1S6.UApcr	ENSGALG00000005736		10,12,16,18,20,22,26	"Unlabeled","Midbrain","Forebrain","Neural Plate/Tube","Hindbrain"
415448	ITGB1BP3	A32			8,11,15,18,22,23	"Blood Islands","Mesoderm","Widespread Expression","Unlabeled Extraembryonic","Wing Mesenchyme"
415459	RAMAC	FAM103A1.UApcr			4,5,7,8,9,11,16,18,22,23,25	"Lateral Plate Mesoderm","Lung","Head Mesenchyme","Anterior Intestinal Portal","Unlabeled","Epiblast","Primitive Streak","Intermediate Mesoderm","Notochord","Leg Mesenchyme","Midbrain","Spinal Ganglia and Nerves","Foregut","Forebrain","Somites","Sclerotome","Pharyngeal Arches and Clefts","Neural Plate/Tube","Wing Mesenchyme","Spinal Cord","Hindbrain"
415461	BTBD1	BTBD1.UApcr	ENSGALG00000006020		4,6,7,8,11,18,19,23,26	"Heart Tube","Lateral Plate Mesoderm","Lung","Head Mesenchyme","Anterior Intestinal Portal","Unlabeled","Eye","Allantois","Intermediate Mesoderm","Notochord","Midbrain","Somatic Mesoderm","Sinus Venosus","Foregut","Forebrain","Somites","Sclerotome","Pharyngeal Arches and Clefts","Headfold","Neural Plate/Tube","Hindbrain","Splanchnic Mesoderm"
415465	ADAMTSL3	ADAMTSL3.UApcr			4,7,8,9,12,13,14,21,22,26	"Heart","Heart Tube","Lung","Outflow Tract","Head Mesenchyme","Unlabeled","Eye","Allantois","Aorta","Notochord","Leg Mesenchyme","Gut","Midbrain","Somatic Mesoderm","Esophagus","Sinus Venosus","Spinal Ganglia and Nerves","Mesonephros","Foregut","Forebrain","Sclerotome","Pharyngeal Arches and Clefts","Hindgut","Neural Plate/Tube","Wing Mesenchyme","Anterior/Second Heart Field","Hindbrain","Myotome","Cardinal Veins"
415481	ARNT2	ARNT2.UApcr			4,5,7,8,9,10,11,13,18,22,23,25	"Lateral Plate Mesoderm","Eye","Intermediate Mesoderm","Area Pellucida","Spinal Ganglia and Nerves","Forebrain","Widespread Expression","Pharyngeal Arches and Clefts","Headfold","Limb Buds","Neural Plate/Tube","Paraxial Mesoderm"
415482	FAH	ChEST299n4			1	"Widespread Expression","Spinal Cord"
415502	AKAP13	AKAP13.UApcr			3,4,5,6,7,9,10,12,13,14,22,23	"Heart","Heart Tube","Lateral Plate Mesoderm","Head Mesenchyme","Anterior Intestinal Portal","Eye","Ear/Otic Placode","Primitive Streak","Intermediate Mesoderm","Endoderm","Midbrain","Area Pellucida","Forebrain","Somites","Widespread Expression","Extraembryonic Blood Vessels","Headfold","Neural Plate/Tube","Anterior/Second Heart Field","Spinal Cord","Hindbrain","Paraxial Mesoderm"
415515	ADAMTS17	ADAMTS17.UApcr	ENSGALG00000007069		4,6,9,10,12,14,21,22,26	"Head Process","Liver","Lung","Head Mesenchyme","Anterior Intestinal Portal","Unlabeled","Eye","Oral Pharynx","Ear/Otic Placode","Aorta","Primitive Streak","Leg Mesenchyme","Midbrain","Sinus Venosus","Amnion","Foregut","Ectoderm","Forebrain","Somites","Sclerotome","Pharyngeal Arches and Clefts","Neural Plate/Tube","Wing Mesenchyme","Hindbrain"
415525	ANKDD1A	ANKDD1A.UApcr	ENSGALG00000007252		4,6,7,8,9,10,16,17,21,24,26	"Blood Islands","Outflow Tract","Anterior Intestinal Portal","Unlabeled","Notochord","Midbrain","Sinus Venosus","Foregut","Forebrain","Sclerotome","Neural Plate/Tube","Hindbrain"
415558	CLN6	CLN6.UApcr	ENSGALG00000007981		4,5,8,9,12,18,19,20,22,26	"Lateral Plate Mesoderm","Lung","Head Mesenchyme","Eye","Ear/Otic Placode","Epiblast","Extraembryonic Mesoderm","Primitive Streak","Intermediate Mesoderm","Atria","Leg Mesenchyme","Midbrain","extraembryonic mesoderm","Sinus Venosus","Mesonephros","Forebrain","Sclerotome","Widespread Expression","Pharyngeal Arches and Clefts","Neural Plate/Tube","Wing Mesenchyme","Spinal Cord","Hindbrain"
415568	TLE3	GRG2.VanHateren.2005			3,4,7,8,11,14,20,22,24	"Wing","Head Process","Primitive Streak","Notochord","Midbrain","Spinal Ganglia and Nerves","Hensen's Node","Forebrain","Somites","Widespread Expression","Dermomyotome","Wing Muscles","Limb Buds","Neural Plate/Tube","Wing Mesenchyme","Hindbrain","Myotome","Paraxial Mesoderm"
415568	TLE3	GRG3.VanHateren.2005			3,4,7,8,11,14,20,22,24	"Dermatome","Wing","Head Process","Primitive Streak","Midbrain","Area Pellucida","Forebrain","Somites","Dermomyotome","Wing Muscles","Limb Buds","Neural Plate/Tube","Wing Mesenchyme","Hindbrain","Myotome","Paraxial Mesoderm"
415568	TLE3	pgn1c.pk019.j5			7,12,15,20,21,22	"Lateral Plate Mesoderm","Eye","Midbrain","Spinal Ganglia and Nerves","Forebrain","Somites","Pharyngeal Arches and Clefts","Limb Buds","Neural Plate/Tube","Spinal Cord","Hindbrain","Paraxial Mesoderm"
415568	TLE3	Tle3.Zwane.2015			all,4,5,7,8,9,10	"Blood Islands","Anterior Intestinal Portal","Epiblast","Notochord","Surface Ectoderm","Ectoderm","Neural Crest","Headfold","Neural Plate/Tube"
415570	ADAMTS7	ADAMTS7.UApcr	ENSGALG00000008164		5,6,8,9,10,11,12,16,23,24,25,26	"Heart","Dermatome","Heart Tube","Lung","Outflow Tract","Head Mesenchyme","Unlabeled","Eye","Allantois","Intermediate Mesoderm","Notochord","Atria","Ventricles","Endoderm","Leg Mesenchyme","Gut","Midbrain","Sinus Venosus","Spinal Ganglia and Nerves","Amnion","Foregut","Midgut","Forebrain","Somites","Sclerotome","Pharyngeal Arches and Clefts","Hindgut","Neural Plate/Tube","Wing Mesenchyme","Spinal Cord","Cranial PNS","Hindbrain","Myotome","Paraxial Mesoderm"
415578	RASGRF1	RASGRF1.UApcr	ENSGALG00000008262		1,3,4,5,6,8,9,10,11,15,17,19,20,25	"Lateral Plate Mesoderm","Mesoderm","Eye","Primitive Streak","Midbrain","Area Pellucida","Hensen's Node","Forebrain","Headfold","Neural Plate/Tube","Area Opaca","Hindbrain"
415591	IQGAP3	IQGAP1.UApcr			3,4,6,7,8,9,10,11,13,17,18,21,22,26	"Blood Islands","Mesoderm","Head Mesenchyme","Allantois","Primitive Streak","Gut","Somatic Mesoderm","Area Pellucida","Blood Vessels","Somites","Pharyngeal Arches and Clefts","Headfold","Limb Buds","Neural Plate/Tube","Wing Mesenchyme","Anterior/Second Heart Field","Paraxial Mesoderm"
415600	ADAMTS19	ADAMTS19.UApcr			3,4,5,6,7,8,10,11,18,22,23,26	"Heart","Lateral Plate Mesoderm","Liver","Lung","Outflow Tract","Head Mesenchyme","Anterior Intestinal Portal","Unlabeled","Extraembryonic Mesoderm","Allantois","Notochord","Ventricles","Endoderm","Leg Mesenchyme","Vertebrae","Gizzard","Somatic Mesoderm","extraembryonic endoderm","Esophagus","extraembryonic mesoderm","Sinus Venosus","Amnion","Foregut","Yolk Sack or Stalk","Midgut","Somites","Sclerotome","Pharyngeal Arches and Clefts","Stomach","Duodenum","Hindgut","Pharynx","Wing Mesenchyme","Myotome","Splanchnic Mesoderm"
415629	MMP15	MMP15.UApcr	ENSGALG00000001007		3,4,5,8,9,10,11,14,15,16,20,21,22,25	"Heart","Heart Tube","Lateral Plate Mesoderm","Blood Islands","Head Mesenchyme","Eye","Ear/Otic Placode","Epiblast","Extraembryonic Mesoderm","Allantois","Primitive Streak","Intermediate Mesoderm","Notochord","Leg Mesenchyme","Midbrain","Early Mesoderm","Leg Ectoderm","Wing Ectoderm","Sinus Venosus","Mesonephros","extraembryonic ectoderm","Foregut","Nasal Placode/Nerve","Blood Vessels","Ectoderm","Hensen's Node","Forebrain","Somites","Trunk Mesenchyme","Sclerotome","Widespread Expression","Pharyngeal Arches and Clefts","Neural Plate/Tube","Pharynx","Wing Mesenchyme","Spinal Cord","Hindbrain","Paraxial Mesoderm"
415668	AARS	AARS.Gammill.2002	ENSGALG00000001965		1,10	"Ectoderm","Neural Crest"
415672	FHOD1	FHOD1.UApcr	ENSGALG00000002198		13,17,18,21,23,26	"Head Mesenchyme","Unlabeled","Leg Mesenchyme","Foregut","Sclerotome","Widespread Expression","Pharyngeal Arches and Clefts","Wing Mesenchyme"
415687	FA2H	FA2H.Roy.2013	ENSGALG00000002775		22	"Tail"
415694	BBS2	BBS2.UApcr	ENSGALG00000003043		8,10,12,17,20,22,24,25	"Heart","Dermatome","Lung","Liver","Blood Islands","Outflow Tract","Head Mesenchyme","Ear/Otic Placode","Allantois","Intermediate Mesoderm","Notochord","Ventricles","Atria","Leg Mesenchyme","Proepicardium","Midbrain","Somatic Mesoderm","Sinus Venosus","Spinal Ganglia and Nerves","Foregut","Blood Vessels","Forebrain","Somites","Sclerotome","Widespread Expression","Pharyngeal Arches and Clefts","Hindgut","Anterior Neuropore","Neural Plate/Tube","Wing Mesenchyme","Area Opaca","Spinal Cord","Hindbrain","Cranial PNS","Myotome"
415698	GNAO1	pgp1n.pk003.d11			3,4,11,13,14,15,17,19,21,23	"Midbrain","Spinal Ganglia and Nerves","Cranial Ganglia","Forebrain","Neural Plate/Tube","Spinal Cord","Rhombomeres","Hindbrain","Diencephalon"
415710	ESRP2	ESRP2.UApcr	ENSGALG00000003374	GO:0006397,GO:0043484,GO:0008380,GO:0000166,GO:0003729,GO:0005634	4,6,8,10,13,14,17,18,22,23,26	"Lateral Plate Mesoderm","Lung","Liver","Head Mesenchyme","Unlabeled","Ear/Otic Placode","Extraembryonic Mesoderm","Allantois","Primitive Streak","Intermediate Mesoderm","Leg Mesenchyme","Gut","extraembryonic endoderm","Esophagus","extraembryonic mesoderm","Mesonephros","Amnion","extraembryonic ectoderm","Foregut","Nasal Placode/Nerve","Ectoderm","Sclerotome","Tail","Pharyngeal Arches and Clefts","Headfold","Stomach","Neural Plate/Tube","Pharynx","Wing Mesenchyme","Area Opaca"
415711	NFATC3	ChEST756f3			4,8,9,11,16,18	"Allantois","Area Pellucida","Early Mesoderm","Somites","Pharyngeal Arches and Clefts","Paraxial Mesoderm"
415711	NFATC3	NFATC3.UApcr			11,12,13,18,19,21,23,25,26	"Lateral Plate Mesoderm","Blood Islands","Allantois","Intermediate Mesoderm","Gut","Blood Vessels","Somites","Widespread Expression","Pharyngeal Arches and Clefts","Limb Buds","Neural Plate/Tube","Paraxial Mesoderm"
415738	ZNF423	ChEST432j8			4,7,8,9,11,13,16,17,18,19,23	"Leg Mesenchyme","Surface Ectoderm","Midbrain","Forebrain","Trunk Mesenchyme","Widespread Expression","Tail","Pharyngeal Arches and Clefts","Limb Buds","Neural Plate/Tube","Wing Mesenchyme","Hindbrain","Paraxial Mesoderm"
415744	DNAJA2	A38	ENSGALG00000004115		9	"Widespread Expression"
415762	TSHZ3	ChEST263o14			4,5,7,8,9,11,12,13,16,17,18,19,20,22,23,25	"Lateral Plate Mesoderm","Lung","Anterior Intestinal Portal","Unlabeled","Allantois","Intermediate Mesoderm","Leg Mesenchyme","Gut","Somatic Mesoderm","Midbrain","Amnion","Somatopleure","Somites","Pharyngeal Arches and Clefts","Limb Buds","Neural Plate/Tube","Wing Mesenchyme","Spinal Cord","Splanchnic Mesoderm","Paraxial Mesoderm"
415762	TSHZ3	TSHZ3.Manfroid.2006a			15,21,22,23,24,27	"Lateral Plate Mesoderm","Foregut","Somites","Pharyngeal Arches and Clefts","Limb Buds","Neural Plate/Tube"
415762	TSHZ3	TSHZ3.Paxton.2010			5,7,9,11,17,21	"Head Mesenchyme","Unlabeled","Ear/Otic Placode","Primitive Streak","Midbrain","Somites","Widespread Expression","Limb Buds","Neural Plate/Tube","Hindbrain"
415764	ZNF507	ChEST197h24	ENSGALG00000004532		1,17,20	"Mesoderm","Widespread Expression","Wing Mesenchyme"
415769	CEP89	CCDC123.UApcr			3,4,5,8,9,10,12,13,21,23,25	"Lateral Plate Mesoderm","Blood Islands","Head Mesenchyme","Primitive Streak","Intermediate Mesoderm","Area Pellucida","Somites","Widespread Expression","Neural Plate/Tube","Paraxial Mesoderm"
415786	CES1L1	CES1.Roy.2013	ENSGALG00000005114		26	"Leg"
415797	CDH11	Cad11.Jiankai.2007	ENSGALG00000005278	GO:0005509,GO:0016021,GO:0007156,GO:0005886	37,40,44	"Ear/Otic Placcode"
415797	CDH11	CDH11.Lin.2010	ENSGALG00000005278	GO:0005509,GO:0016021,GO:0007156,GO:0005886	29	"Lung","Aorta","Spinal Cord","Myotome"
415797	CDH11	CDH11.Singh.2016	ENSGALG00000005278	GO:0005509,GO:0016021,GO:0007156,GO:0005886	all,28,31,34,36,38	"Limb Buds"
415797	CDH11	CDH11.UApcr	ENSGALG00000005278	GO:0005509,GO:0016021,GO:0007156,GO:0005886	4,5,6,8,9,10,11,12,15,16,20,26	"Lateral Plate Mesoderm","Head Mesenchyme","Extraembryonic","Isthmus/MHB","Epiblast","Allantois","Intermediate Mesoderm","Endoderm","Leg Mesenchyme","Leg Muscles","Somatic Mesoderm","Early Mesoderm","Spinal Ganglia and Nerves","Amnion","Foregut","Blood Vessels","Forebrain","Somites","Trunk Mesenchyme","Sclerotome","Neural Crest","Widespread Expression","Extraembryonic Blood Vessels","Pharyngeal Arches and Clefts","Neural Plate/Tube","Wing Mesenchyme","Spinal Cord","Hindbrain","Splanchnic Mesoderm"
415797	CDH11	ChEST422m9	ENSGALG00000005278	GO:0005509,GO:0016021,GO:0007156,GO:0005886	4,5,10,11,12,15,16,19,24	"Lateral Plate Mesoderm","Extraembryonic","Allantois","Surface Ectoderm","Area Pellucida","Amnion","Somatopleure","Blood Vessels","Trunk Mesenchyme","Widespread Expression","Face Mesenchyme"
415813	HSBP1	ChEST673i3			1,12	"Anterior Intestinal Portal","Extraembryonic","Notochord","Endoderm","Surface Ectoderm"
415840	CDK10	CDK10.UApcr	ENSGALG00000006144		12,17,18,20,22,25	"Outflow Tract","Head Mesenchyme","Unlabeled","Eye","Ventricles","Leg Mesenchyme","Midbrain","Sinus Venosus","Foregut","Forebrain","Sclerotome","Pharyngeal Arches and Clefts","Neural Plate/Tube","Wing Mesenchyme","Hindbrain"
415846	CBFA2T3	MTG16.Koyano-Nakagawa.2005		GO:0006351,GO:0005654,GO:0005794,GO:0046872,GO:0005730,GO:0030154,GO:0003700	22	"Spinal Ganglia and Nerves","Spinal Cord"
415859	URAH	URAH.UApcr	ENSGALG00000000549		4,5,8,10,11,18,19,23,26,30,35,36,39,40	"Lateral Plate Mesoderm","Lung","Blood Islands","Outflow Tract","Head Mesenchyme","Ubiquitous Embryonic","Epiblast","Aorta","Primitive Streak","Intermediate Mesoderm","Ventricles","Leg Mesenchyme","Feathers/Scutae","Gut","Midbrain","Sinus Venosus","Mesonephros","Foregut","Forebrain","Somites","Trunk Mesenchyme","Sclerotome","Widespread Expression","Pharyngeal Arches and Clefts","Headfold","Neural Plate/Tube","Wing Mesenchyme","Area Opaca","Spinal Cord","Hindbrain"
415860	CDH1	CDH1.Hardy.2011	ENSGALG00000000608	GO:0005509,GO:0005515,GO:0016021,GO:0007156,GO:0005886	4	"Epiblast","Primitive Streak"
415860	CDH1	CDH1.UApcr	ENSGALG00000000608	GO:0005509,GO:0005515,GO:0016021,GO:0007156,GO:0005886	3,4,5,6,7,10,12,13,14,15,20,21,22,25	"Ear/Otic Placode","Epiblast","Intermediate Mesoderm","Gut","Area Pellucida","Early Mesoderm","Ectoderm","Widespread Expression","Renal","Tail","Nephric Tubules","Area Opaca"
415860	CDH1	E-CADHERIN.Dady.2012	ENSGALG00000000608	GO:0005509,GO:0005515,GO:0016021,GO:0007156,GO:0005886	4,7,8,9,10,11,14	"Primitive Streak","Notochord","Midbrain","Ectoderm","Mesencephalon","Hensen's Node","Somites","Neural Plate/Tube","Hindbrain","Paraxial Mesoderm"
415860	CDH1	E-cadherin.Ohta.2007	ENSGALG00000000608	GO:0005509,GO:0005515,GO:0016021,GO:0007156,GO:0005886	24	"Tail"
415866	NFAT5	NFAT5.UApcr	ENSGALG00000000671		4,5,6,7,8,10,11,12,16,18,19,21,25	"Heart Tube","Lateral Plate Mesoderm","Extraembryonic Mesoderm","Primitive Streak","Area Pellucida","Somites","Widespread Expression","Neural Plate/Tube","Anterior/Second Heart Field","Paraxial Mesoderm"
415868	WWP2	WWP2.Roy.2013	ENSGALG00000000699		28	"Head Mesenchyme","Pharyngeal Arches and Clefts"
415884	TAT	TAT.Roy.2013	ENSGALG00000000893		28	"Pharyngeal Arches and Clefts"
415989	FGD3	FGD3.UApcr	ENSGALG00000005237		3,4,7,8,9,10,11,17,20,23,26	"Wing","Lateral Plate Mesoderm","Lung","Outflow Tract","Eye","Ear/Otic Placode","Extraembryonic Mesoderm","Primitive Streak","Intermediate Mesoderm","Notochord","Leg Mesenchyme","Midbrain","Spinal Ganglia and Nerves","Forebrain","Somites","Widespread Expression","Pharyngeal Arches and Clefts","Headfold","Limb Buds","Neural Plate/Tube","Leg","Wing Mesenchyme","Anterior/Second Heart Field","Spinal Cord","Hindbrain","Paraxial Mesoderm"
415990	BICD2	BICD2.UApcr			4,5,7,10,11,16,20,22,24	"Heart","Dermatome","Heart Tube","Lateral Plate Mesoderm","Liver","Lung","Outflow Tract","Head Mesenchyme","Unlabeled","Eye","Oral Pharynx","Ear/Otic Placode","Aorta","Primitive Streak","Intermediate Mesoderm","Notochord","Ventricles","Atria","Leg Mesenchyme","Proepicardium","Midbrain","Somatic Mesoderm","Esophagus","Sinus Venosus","Spinal Ganglia and Nerves","Myocardium","Foregut","Ectoderm","Midgut","Cranial Ganglia","Forebrain","Somites","Sclerotome","Tail","Pharyngeal Arches and Clefts","Headfold","Stomach","Hindgut","Neural Plate/Tube","Pharynx","Wing Mesenchyme","Rhombomeres","Hindbrain","Myotome","Cardinal Veins"
415991	TKTL1	Z16	ENSGALG00000005309		4,8,11,16,17,18,21,25	"Ubiquitous Embryonic","Ubiquitous"
415996	CACNA2D3	CACNA2D3			4,6,8,9,10,11,17,20	"Lateral Plate Mesoderm","Blood Islands","Anterior Intestinal Portal","Epiblast","Early Endoderm","Primitive Streak","Notochord","Midbrain","extraembryonic endoderm","extraembryonic ectoderm","Ectoderm","Forebrain","Neural Crest","Widespread Expression","Neural Plate/Tube","Hindbrain"
416000	ARHGEF3	ARHGEF3.UApcr	ENSGALG00000005481	GO:0035556,GO:0005737,GO:0005089	3,4,5,8,9,10,11,12,14,17,21,25	"Wing","Lung","Head Mesenchyme","Unlabeled","Eye","Oral Pharynx","Ear/Otic Placode","Primitive Streak","Notochord","Leg Mesenchyme","Midbrain","Nasal Placode/Nerve","Somites","Pharyngeal Arches and Clefts","Neural Plate/Tube","Leg","Wing Mesenchyme","Hindbrain"
416018	GATA2	GATA2.Acloque.2008	ENSGALG00000005909	GO:0008134,GO:0045599,GO:0021983,GO:0048469,GO:0003682,GO:0001655,GO:0060872,GO:0001892,GO:0048663,GO:0042472,GO:0001077,GO:0035065,GO:0045746,GO:0021514,GO:0021954,GO:0000122,GO:0001709,GO:0043234,GO:0045654,GO:0045650,GO:0008270,GO:2000178,GO:0035019,GO:0035854,GO:0060216,GO:0005634,GO:0005515,GO:0021533,GO:0070742,GO:0045766,GO:0070345,GO:0048873,GO:0045648,GO:0000980	9	"Surface Ectoderm"
416018	GATA2	GATA2.Agarwala.2001	ENSGALG00000005909	GO:0008134,GO:0045599,GO:0021983,GO:0048469,GO:0003682,GO:0001655,GO:0060872,GO:0001892,GO:0048663,GO:0042472,GO:0001077,GO:0035065,GO:0045746,GO:0021514,GO:0021954,GO:0000122,GO:0001709,GO:0043234,GO:0045654,GO:0045650,GO:0008270,GO:2000178,GO:0035019,GO:0035854,GO:0060216,GO:0005634,GO:0005515,GO:0021533,GO:0070742,GO:0045766,GO:0070345,GO:0048873,GO:0045648,GO:0000980	26	"Midbrain"
416018	GATA2	GATA2.Basch.2006	ENSGALG00000005909	GO:0008134,GO:0045599,GO:0021983,GO:0048469,GO:0003682,GO:0001655,GO:0060872,GO:0001892,GO:0048663,GO:0042472,GO:0001077,GO:0035065,GO:0045746,GO:0021514,GO:0021954,GO:0000122,GO:0001709,GO:0043234,GO:0045654,GO:0045650,GO:0008270,GO:2000178,GO:0035019,GO:0035854,GO:0060216,GO:0005634,GO:0005515,GO:0021533,GO:0070742,GO:0045766,GO:0070345,GO:0048873,GO:0045648,GO:0000980	4,5	"Surface Ectoderm","Area Opaca","Germinal Crescent"
416018	GATA2	GATA2.Chambers.2007	ENSGALG00000005909	GO:0008134,GO:0045599,GO:0021983,GO:0048469,GO:0003682,GO:0001655,GO:0060872,GO:0001892,GO:0048663,GO:0042472,GO:0001077,GO:0035065,GO:0045746,GO:0021514,GO:0021954,GO:0000122,GO:0001709,GO:0043234,GO:0045654,GO:0045650,GO:0008270,GO:2000178,GO:0035019,GO:0035854,GO:0060216,GO:0005634,GO:0005515,GO:0021533,GO:0070742,GO:0045766,GO:0070345,GO:0048873,GO:0045648,GO:0000980	16	"Pharyngeal Arches and Clefts","Neural Plate/Tube","Hindbrain"
416018	GATA2	Gata2.Chapman.2008	ENSGALG00000005909	GO:0008134,GO:0045599,GO:0021983,GO:0048469,GO:0003682,GO:0001655,GO:0060872,GO:0001892,GO:0048663,GO:0042472,GO:0001077,GO:0035065,GO:0045746,GO:0021514,GO:0021954,GO:0000122,GO:0001709,GO:0043234,GO:0045654,GO:0045650,GO:0008270,GO:2000178,GO:0035019,GO:0035854,GO:0060216,GO:0005634,GO:0005515,GO:0021533,GO:0070742,GO:0045766,GO:0070345,GO:0048873,GO:0045648,GO:0000980	4,5	"Blood Islands","Extraembryonic","Primitive Streak","Surface Ectoderm","Area Pellucida","Germinal Crescent"
416018	GATA2	GATA2.Gibson.2011	ENSGALG00000005909	GO:0008134,GO:0045599,GO:0021983,GO:0048469,GO:0003682,GO:0001655,GO:0060872,GO:0001892,GO:0048663,GO:0042472,GO:0001077,GO:0035065,GO:0045746,GO:0021514,GO:0021954,GO:0000122,GO:0001709,GO:0043234,GO:0045654,GO:0045650,GO:0008270,GO:2000178,GO:0035019,GO:0035854,GO:0060216,GO:0005634,GO:0005515,GO:0021533,GO:0070742,GO:0045766,GO:0070345,GO:0048873,GO:0045648,GO:0000980	5	"Blood Islands","Epiblast","Extraembryonic Mesoderm"
416018	GATA2	Gata-2.Jaffredo.2005	ENSGALG00000005909	GO:0008134,GO:0045599,GO:0021983,GO:0048469,GO:0003682,GO:0001655,GO:0060872,GO:0001892,GO:0048663,GO:0042472,GO:0001077,GO:0035065,GO:0045746,GO:0021514,GO:0021954,GO:0000122,GO:0001709,GO:0043234,GO:0045654,GO:0045650,GO:0008270,GO:2000178,GO:0035019,GO:0035854,GO:0060216,GO:0005634,GO:0005515,GO:0021533,GO:0070742,GO:0045766,GO:0070345,GO:0048873,GO:0045648,GO:0000980	9,18,44	"Blood Islands","Blood","Aorta"
416018	GATA2	Gata-2.Minko.2003	ENSGALG00000005909	GO:0008134,GO:0045599,GO:0021983,GO:0048469,GO:0003682,GO:0001655,GO:0060872,GO:0001892,GO:0048663,GO:0042472,GO:0001077,GO:0035065,GO:0045746,GO:0021514,GO:0021954,GO:0000122,GO:0001709,GO:0043234,GO:0045654,GO:0045650,GO:0008270,GO:2000178,GO:0035019,GO:0035854,GO:0060216,GO:0005634,GO:0005515,GO:0021533,GO:0070742,GO:0045766,GO:0070345,GO:0048873,GO:0045648,GO:0000980	3,4,5,6,8,9,13,15	"Blood Islands","Blood","Epiblast","Primitive Streak","Surface Ectoderm","Early Mesoderm","Trunk Mesenchyme","Tail","Area Opaca"
416018	GATA2	Gata2.Sheng.1999	ENSGALG00000005909	GO:0008134,GO:0045599,GO:0021983,GO:0048469,GO:0003682,GO:0001655,GO:0060872,GO:0001892,GO:0048663,GO:0042472,GO:0001077,GO:0035065,GO:0045746,GO:0021514,GO:0021954,GO:0000122,GO:0001709,GO:0043234,GO:0045654,GO:0045650,GO:0008270,GO:2000178,GO:0035019,GO:0035854,GO:0060216,GO:0005634,GO:0005515,GO:0021533,GO:0070742,GO:0045766,GO:0070345,GO:0048873,GO:0045648,GO:0000980	XII,3,4,5,7,8,13,18	"Blood Islands","Extraembryonic","Eye","Epiblast","Primitive Streak","Surface Ectoderm","Area Pellucida","Mesoderm, early","Somites","Ear/Otic Placcode","Face Mesenchyme","Area Opaca","Rhombomeres","Hindbrain","Germinal Crescent"
416018	GATA2	GATA2.Stuhlmiller.2012	ENSGALG00000005909	GO:0008134,GO:0045599,GO:0021983,GO:0048469,GO:0003682,GO:0001655,GO:0060872,GO:0001892,GO:0048663,GO:0042472,GO:0001077,GO:0035065,GO:0045746,GO:0021514,GO:0021954,GO:0000122,GO:0001709,GO:0043234,GO:0045654,GO:0045650,GO:0008270,GO:2000178,GO:0035019,GO:0035854,GO:0060216,GO:0005634,GO:0005515,GO:0021533,GO:0070742,GO:0045766,GO:0070345,GO:0048873,GO:0045648,GO:0000980	6	"Epiblast","Primitive Streak"
